Title,Link,Instructor,Publication Date,Short Description,Post ID,Full Description,Language
Interview Skills,https://dev.whiteboard.com.sa/courses/interview-skills-2/,Roni Matar,"Thu, 30 Jan 2025 18:01:18 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Leave a lasting positive impression",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Leave a lasting positive impression Overview:This course prepares participants for successful interviews by focusing on personal presentation, building rapport, and answering questions authentically while leaving a lasting positive impression.Learning Outcomes:Learn appropriate dress codes for interviews.Master rapport-building techniques and sensory acuity.Answer questions strategically and effectively.Embrace authenticity to stand out in interviews.Course Content:Ch 1: Dress CodeCh 2: Rapport and Sensory AcuityCh 3: Answering Questions SmartlyCh 4: The Magic of Being Yourself",Language:English
Interview Skills,https://dev.whiteboard.com.sa/courses/interview-skills/,Roni Matar,"Thu, 30 Jan 2025 18:00:07 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Leave a lasting positive impression",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Leave a lasting positive impression Overview:This course prepares participants for successful interviews by focusing on personal presentation, building rapport, and answering questions authentically while leaving a lasting positive impression.Learning Outcomes:Learn appropriate dress codes for interviews.Master rapport-building techniques and sensory acuity.Answer questions strategically and effectively.Embrace authenticity to stand out in interviews.Course Content:Ch 1: Dress CodeCh 2: Rapport and Sensory AcuityCh 3: Answering Questions SmartlyCh 4: The Magic of Being Yourself",Language:Arabic
Imagineering Strategy Workshop,https://dev.whiteboard.com.sa/courses/imagineering-strategy-workshop-2/,Roni Matar,"Thu, 30 Jan 2025 17:59:23 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>A creative problem-solving framework",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>A creative problem-solving framework Overview:This workshop introduces participants to Disney’s Imagineering Strategy, a creative problem-solving framework involving three perspectives: the Dreamer, the Realist, and the Critic. Participants will learn how to apply these roles to transform visions into actionable plans while addressing potential challenges.Learning Outcomes:Understand the roles of the Dreamer, the Realist, and the Critic in the creative process.Develop strategies to turn ideas into practical plans.Learn to identify and address potential risks and challenges.Explore the concept of reverse planning to reflect and refine strategies.Course Content:Ch 1: Introduction to ImagineeringCh 2: The Dreamer: Vision and OpportunitiesCh 3: The Realist: Planning and ExecutionCh 4: The Critic: Evaluation and Risk ManagementCh 5: Reverse Planning: Learning from the Future",Language:Arabic
Imagineering Strategy Workshop,https://dev.whiteboard.com.sa/courses/imagineering-strategy-workshop/,Roni Matar,"Thu, 30 Jan 2025 17:58:36 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>A creative problem-solving framework",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>A creative problem-solving framework Overview:This workshop introduces participants to Disney’s Imagineering Strategy, a creative problem-solving framework involving three perspectives: the Dreamer, the Realist, and the Critic. Participants will learn how to apply these roles to transform visions into actionable plans while addressing potential challenges.Learning Outcomes:Understand the roles of the Dreamer, the Realist, and the Critic in the creative process.Develop strategies to turn ideas into practical plans.Learn to identify and address potential risks and challenges.Explore the concept of reverse planning to reflect and refine strategies.Course Content:Ch 1: Introduction to ImagineeringCh 2: The Dreamer: Vision and OpportunitiesCh 3: The Realist: Planning and ExecutionCh 4: The Critic: Evaluation and Risk ManagementCh 5: Reverse Planning: Learning from the Future",Language:English
Goal Setting,https://dev.whiteboard.com.sa/courses/goal-setting-2/,Roni Matar,"Thu, 30 Jan 2025 17:57:05 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Set and achieve meaningful goals ",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Set and achieve meaningful goals  Overview:This course teaches participants how to set and achieve meaningful goals by distinguishing between states and goals, specifying outcomes, overcoming barriers, and taking effective action.Learning Outcomes:Differentiate between states and goals.Define and specify actionable outcomes.Use reflective questioning to uncover success strategies.Identify drivers and barriers to action.Develop and execute an action plan effectively.Course Content:Ch 1: Difference Between States and GoalsCh 2: Specifying Your OutcomeCh 3: Questioning for SuccessCh 4: Ready, Set, ACTION!",Language:English
Goal Setting,https://dev.whiteboard.com.sa/courses/goal-setting/,Roni Matar,"Thu, 30 Jan 2025 17:56:33 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Set and achieve meaningful goals",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Set and achieve meaningful goals Overview:This course teaches participants how to set and achieve meaningful goals by distinguishing between states and goals, specifying outcomes, overcoming barriers, and taking effective action.Learning Outcomes:Differentiate between states and goals.Define and specify actionable outcomes.Use reflective questioning to uncover success strategies.Identify drivers and barriers to action.Develop and execute an action plan effectively.Course Content:Ch 1: Difference Between States and GoalsCh 2: Specifying Your OutcomeCh 3: Questioning for SuccessCh 4: Ready, Set, ACTION!",Language:Arabic
Update Your Life Workshop,https://dev.whiteboard.com.sa/courses/update-your-life-workshop-2/,Roni Matar,"Thu, 30 Jan 2025 17:55:25 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Create positive change",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Create positive change Overview:This workshop focuses on empowering participants to take control of their lives through practical tools and strategies. Participants will learn how to redefine their goals, overcome limiting beliefs, and implement actionable steps to create positive change in various aspects of their personal and professional lives.Learning Outcomes:Identify and overcome limiting beliefs that hinder growth.Develop clarity on personal and professional goals.Learn practical strategies to enhance focus and productivity.Build resilience and adaptability for life’s challenges.Course Content:Ch 1: Introduction to Life Updates and Mindset ShiftsCh 2: Recognizing and Challenging Limiting BeliefsCh 3: Goal Setting and Vision CreationCh 4: Building Habits for Sustainable GrowthCh 5: Managing Stress and Enhancing Focus",Language:Arabic
Update Your Life Workshop,https://dev.whiteboard.com.sa/courses/update-your-life-workshop/,Roni Matar,"Thu, 30 Jan 2025 17:54:54 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Create positive change",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Create positive change Overview:This workshop focuses on empowering participants to take control of their lives through practical tools and strategies. Participants will learn how to redefine their goals, overcome limiting beliefs, and implement actionable steps to create positive change in various aspects of their personal and professional lives.Learning Outcomes:Identify and overcome limiting beliefs that hinder growth.Develop clarity on personal and professional goals.Learn practical strategies to enhance focus and productivity.Build resilience and adaptability for life’s challenges.Course Content:Ch 1: Introduction to Life Updates and Mindset ShiftsCh 2: Recognizing and Challenging Limiting BeliefsCh 3: Goal Setting and Vision CreationCh 4: Building Habits for Sustainable GrowthCh 5: Managing Stress and Enhancing Focus",Language:English
Perfect Your Pitch with NLP,https://dev.whiteboard.com.sa/courses/perfect-your-pitch-with-nlp-2/,Roni Matar,"Thu, 30 Jan 2025 17:53:02 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Enhance pitching skills",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Enhance pitching skills Overview:This workshop equips participants with NLP techniques to enhance their pitching skills. By focusing on effective communication, rapport building, and confidence, participants will learn to deliver compelling presentations tailored to their audience.Learning Outcomes:Develop techniques for creating impactful and persuasive pitches.Learn NLP strategies to build rapport and connect with the audience.Enhance confidence and overcome nervousness in presentations.Understand audience needs and craft pitches that resonate.Course Content:Ch 1: Introduction to NLP in PitchingCh 2: Building Rapport with Your AudienceCh 3: Structuring a Persuasive PitchCh 4: Overcoming Presentation AnxietyCh 5: Adapting Your Pitch to Different AudiencesCh 6: Closing with Impact",Language:English
Perfect Your Pitch with NLP,https://dev.whiteboard.com.sa/courses/perfect-your-pitch-with-nlp/,Roni Matar,"Thu, 30 Jan 2025 17:52:25 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Enhance pitching skills",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Enhance pitching skills Overview:This workshop equips participants with NLP techniques to enhance their pitching skills. By focusing on effective communication, rapport building, and confidence, participants will learn to deliver compelling presentations tailored to their audience.Learning Outcomes:Develop techniques for creating impactful and persuasive pitches.Learn NLP strategies to build rapport and connect with the audience.Enhance confidence and overcome nervousness in presentations.Understand audience needs and craft pitches that resonate.Course Content:Ch 1: Introduction to NLP in PitchingCh 2: Building Rapport with Your AudienceCh 3: Structuring a Persuasive PitchCh 4: Overcoming Presentation AnxietyCh 5: Adapting Your Pitch to Different AudiencesCh 6: Closing with Impact",Language:Arabic
How People Tick (Metaprograms Workshop),https://dev.whiteboard.com.sa/courses/how-people-tick-metaprograms-workshop-2/,Roni Matar,"Thu, 30 Jan 2025 17:50:35 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Enhance leadership, teamwork, and personal development",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Enhance leadership, teamwork, and personal development Overview:This workshop explores metaprograms mental frameworks that influence behavior, decision-making, and communication. By understanding these patterns, participants can enhance their leadership, teamwork, and personal development strategies.Learning Outcomes:Understand the concept and application of metaprograms in different contexts.Identify personality traits, motivation patterns, and decision-making styles.Explore working styles, stress responses, and approaches to collaboration.Apply metaprogram insights to therapy, sales, recruiting, and team building.Course Content:Ch 1: Introduction to MetaprogramsCh 2: Personality Traits and BehaviorCh 3: Motivation Patterns and Decision-MakingCh 4: Working Styles and Stress ResponsesCh 5: Communication Styles: Inferential vs. LiteralCh 6: Proactive vs. Reactive Behaviors in Problem SolvingCh 7: Towards vs. Away Motivation and Goal SettingCh 8: Internal vs. External Motivation and FeedbackCh 9: Options vs. Procedures in Decision-MakingCh 10: Sameness vs. Difference: Preferences for ChangeCh 11: Convincer Strategies: How People Validate DecisionsCh 12: Applying Metaprograms to Leadership and Team Building",Language:Arabic
